,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
13246,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Modern Strategis Mainroad Di Sarijadi Sukasari Kota Bandung,"Sarijadi, Bandung",3,2,0,LT : 120 m²,LB : 150 m²
13247,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,Rumah Baru Minimalis Dalam Perumahan Di Cijaura Buah Batu Bandung,"Buah Batu, Bandung",2,2,0,LT : 61 m²,LB : 70 m²
13248,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Baru Full Furnished Di Padasuka Cicaheum Cibeunying Bandung,"Cibeunying Kidul, Bandung",4,5,0,LT : 350 m²,LB : 400 m²
13249,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Baru Jalan Besar Di Margahayu Metro Indah Mall Bandung SHM,"Margahayu, Bandung",3,3,0,LT : 100 m²,LB : 120 m²
13250,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rumah Baru Modern Minimalis Margahayu Raya Metro Kota Bandung SHM,"Margahayu, Bandung",2,1,0,LT : 79 m²,LB : 65 m²
13251,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Rumah Semi Villa Furnished Ada Kolam Renang Di Dago Pakar Bandung,"Dago, Bandung",4,3,0,LT : 319 m²,LB : 223 m²
13252,Rp 541 Juta,Cicilan: 2 Jutaan per bulan,Cluster View Kota Bandung Jatihandap Dekat Masjid Sudah Ramai SHM,"Cimenyan, Bandung",2,2,0,LT : 80 m²,LB : 47 m²
13253,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Di Komplek Tanjungsari Antapani Jln Jakarta Bandung,"Antapani, Bandung",2,1,0,LT : 101 m²,LB : 65 m²
13254,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Siap Huni Minimalis Hook Di Cihanjung Rahayu Dekat Advent,"Cihanjuang, Bandung",2,1,0,LT : 61 m²,LB : 40 m²
13255,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Asri Luas Di Komplek Exclusive Jl Jakarta Antapani Bandung,"Antapani, Bandung",3,2,1,LT : 256 m²,LB : 212 m²
13256,Rp 618 Juta,Cicilan: 2 Jutaan per bulan,Rumah Jarang Ada Di Jatihandap Cicaheum Mandalajati Kota Bandung,"Mandalajati, Bandung",2,1,0,LT : 36 m²,LB : 79 m²
13257,Rp 554 Juta,Cicilan: 2 Jutaan per bulan,Rumah Baru View Bandung Dekat Islamic Center Jatihandap Cicaheum,"Cimenyan, Bandung",2,1,0,LT : 81 m²,LB : 47 m²
13258,Rp 495 Juta,Cicilan: 1 Jutaan per bulan,Rumah Baru Siap Huni Posisi Depan Bumi Harapan Cibiru Bandung Kpr,"Cibiru, Bandung",2,1,0,LT : 75 m²,LB : 55 m²
13259,Rp 585 Juta,Cicilan: 2 Jutaan per bulan,Cluster Dalam Komplek Di Ciganitri Dekat Buah Batu Bandung SHM,"Bojongsoang, Bandung",2,1,1,LT : 60 m²,LB : 41 m²
13260,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,"Dijual Rumah 3 Lantai, Siap Huni Komplek Elit Setra Duta Bandung Utara","Setra Duta, Bandung",4,2,2,LT : 120 m²,LB : 270 m²
13261,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,Rumah Mewah Sisa 1 Unti Lokasi Strategis di Padasuka Bandung,"Padasuka, Bandung",2,2,0,LT : 72 m²,LB : 60 m²
13262,"Rp 7,8 Miliar",Cicilan: 29 Jutaan per bulan,Setrasari. Rumah downslope dekat maranatha bandung utara sutami,"Surya Sumantri, Bandung",3,2,1,LT : 415 m²,LB : 300 m²
13263,Rp 740 Juta,Cicilan: 2 Jutaan per bulan,RUMAH COCOK BUAT USAHA TCI 3,"Cibaduyut, Bandung",2,1,1,LT : 80 m²,LB : 80 m²
13264,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Rumah Bagus 2 Lantai Siap Huni di Pasir Impun,"Mandalajati, Bandung",4,2,1,LT : 80 m²,LB : 120 m²
13265,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Siap Huni Nyaman Terawat Lokasi di Cigadung Bandung,"Cigadung, Bandung",3,2,0,LT : 221 m²,LB : 80 m²
13266,"Rp 3,85 Miliar",Cicilan: 14 Jutaan per bulan,"Rumah Tatar Jingganagara Harga Heran di Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",3,3,4,LT : 350 m²,LB : 200 m²
13267,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah cantik dijual di taman mutiara cimahi,"Cimahi, Bandung",4,4,1,LT : 300 m²,LB : 250 m²
13268,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Lama Hitung Tanah Di Ligar Bandung Utara Murah,"Bandung Utara, Bandung",4,3,1,LT : 450 m²,LB : 150 m²
13269,"Rp 1,93 Miliar",Cicilan: 7 Jutaan per bulan,Rumah bagus di Wangsa madya kulon,"Kota Baru Parahyangan, Bandung",2,2,0,LT : 126 m²,LB : 110 m²
13270,"Rp 6,2 Miliar",Cicilan: 23 Jutaan per bulan,Dijual Rumah Pusat Kota Sayap Ramdhan,"Bandung Kota, Bandung",3,3,4,LT : 306 m²,LB : 200 m²
13271,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Di Jual Rumah Atau Villa Dago Pakar Timur Daerah Nyaman Sejuk View City Kota Bandung Cocok Untuk Investasi ,"Dago Pakar, Bandung",8,8,2,LT : 590 m²,LB : 547 m²
13272,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Siap Huni Lokasi Dekat Dengan Akses Jalan Utama Cihanjuang,"Cihanjuang, Bandung",3,2,0,LT : 104 m²,LB : 110 m²
13273,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni Nyaman Terawat Strategis di Kembar Indah Bandung,"BKR, Bandung",3,2,1,LT : 120 m²,LB : 70 m²
13274,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Dijual Bangunan Baru Aman Nyaman di Kembar Mas,"Regol, Bandung",3,3,0,LT : 120 m²,LB : 202 m²
13275,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Plus Kosan Di Jalan Sasak Gantung Lengkong Bandung,"Lengkong, Bandung",12,10,1,LT : 178 m²,LB : 400 m²
13276,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Asri Komplek Pasir Pogor, Ciwastra Bandung","Ciwastra, Bandung",4,2,1,LT : 165 m²,LB : 50 m²
13277,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah 1 Lantai Lokasi Strategis Dekat Dusun Bambu Lembang,"Cisarua, Bandung",2,1,0,LT : 75 m²,LB : 45 m²
13278,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Siap Huni Nyaman Strategis di Taman Kopo Indah 2 Bandung,"Taman Kopo Indah, Bandung",3,1,0,LT : 180 m²,LB : 180 m²
13279,"Rp 2,95 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah Bagus Siap Huni Di Singgasana Mekarwangi Bandung,"Mekar Wangi, Bandung",3,3,2,LT : 141 m²,LB : 246 m²
13280,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah Kantor Kosan Tempat Usaha Cikutra 5KT Dekat Sukaluyu Pahlawan Suci PHH Mustofa Cigadung Katamso Gasibu Dekat Kampus Widyatama ITENAS EQUITAS,"Cibeunying, Bandung",5,3,2,LT : 225 m²,LB : 175 m²
13281,Rp 38 Miliar,Cicilan: 141 Jutaan per bulan,Rumah Kawasan Elite Sayap Dago Bandung,"Sayap Dago, Bandung",7,3,10,LT : 1030 m²,LB : 700 m²
13282,"Rp 5,95 Miliar",Cicilan: 22 Jutaan per bulan,Dijual kost aktif area sekelimus buah batu,"Buah Batu, Bandung",29,12,0,LT : 735 m²,LB : 670 m²
13283,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Bagus Hook di Purbasari,"Kota Baru Parahyangan, Bandung",4,3,1,LT : 216 m²,LB : 179 m²
13284,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Jual Rumah Baru Komplek Turangga Bandung,"Turangga, Bandung",4,3,2,LT : 120 m²,LB : 145 m²
13285,Rp 12 Miliar,Cicilan: 44 Jutaan per bulan,Rumah Terletak di Pusat Kota Bandung di Ahmad Yani,"Bandung Kota, Bandung",6,3,4,LT : 750 m²,LB : 200 m²
13286,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Dijual Rumah Lux Modern 2 Lantai Hook di Riviera Geger Kalong,"Geger Kalong, Bandung",4,4,2,LT : 191 m²,LB : 250 m²
13287,"Rp 2,4 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Huni Nyaman Strategis di Singgasana Pradana Bandung,"Bojongloa Kidul, Bandung",3,1,1,LT : 110 m²,LB : 100 m²
13288,Rp 55 Miliar,Cicilan: 204 Jutaan per bulan,"Rumah Bagus Unfurnished SHM di Mainroad Setiabudi, Bandung","Setiabudi, Bandung",4,3,0,LT : 2302 m²,LB : 600 m²
13289,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,"Dijual Rumah Gempolsari, Bandung Kulon, Jawa Barat","Bandung Kulon, Bandung",3,3,0,LT : 60 m²,LB : 120 m²
13290,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Cipamokolan, Bandung","Rancasari, Bandung",3,2,0,LT : 380 m²,LB : 200 m²
13291,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Siap Huni Singgasana Pradana ,"Singgasana, Bandung",3,2,0,LT : 200 m²,LB : 130 m²
13292,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Setiabudi , Bandung","Setiabudi, Bandung",3,3,0,LT : 297 m²,LB : 260 m²
13293,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Mega Raya, Bandung","Gunung Batu, Bandung",6,5,0,LT : 436 m²,LB : 600 m²
13294,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Sarijadi, Bandung","Sarijadi, Bandung",4,3,0,LT : 300 m²,LB : 300 m²
13295,"Rp 1,68 Miliar",Cicilan: 6 Jutaan per bulan,Rumah 2 Lantai Komplek Margahayu Permai Margaasih Bandung,"Margaasih, Bandung",7,4,1,LT : 215 m²,LB : 400 m²
13296,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Bersih Siap Huni Di Tatar Jingganagara KBP,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 189 m²,LB : 111 m²
13297,Rp 30 Miliar,Cicilan: 111 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Sirna Galih, Bandung","Sukajadi, Bandung",13,8,0,LT : 1041 m²,LB : 500 m²
13298,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Dijual Rumah Dekat Rs Hasan Sadikin Bandung,"Sukajadi, Bandung",7,3,1,LT : 210 m²,LB : 150 m²
13299,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Rumah 2 Lantai SHM Bagus di Sudirman Town House Bandung,"Sudirman, Bandung",3,1,1,LT : 160 m²,LB : 226 m²
13300,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,"Rumah 3 Lantai Bagus Furnished SHM di Dayeuhkolot, Bandung","Dayeuhkolot, Bandung",30,30,0,LT : 331 m²,LB : 600 m²
13301,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Ancol Timur, Bandung","Regol, Bandung",3,2,0,LT : 120 m²,LB : 85 m²
13302,"Rp 2,4 Miliar",Cicilan: 8 Jutaan per bulan,Rumah klasik sayap Turangga Bandung ,"Turangga, Bandung",4,2,4,LT : 161 m²,LB : 240 m²
13303,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Jual Cepat Rumah Mekar Wangi Siap Huni ,"Mekar Wangi, Bandung",4,4,2,LT : 224 m²,LB : 300 m²
13304,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Jl. Kasturi, Bandung","Ciparay, Bandung",4,3,1,LT : 250 m²,LB : 330 m²
13305,Rp 749 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Bagus Unfurnished SHM di Taman Cibaduyut, Bandung","Cibaduyut, Bandung",3,2,0,LT : 95 m²,LB : 70 m²
13306,"Rp 3,65 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Bagus Hadap Timur Di Tatar Lokacitra KBP,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 162 m²,LB : 193 m²
13307,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah D Padalarang Regency,"Padalarang, Bandung",4,2,2,LT : 282 m²,LB : 260 m²
13308,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Rumah Full Furnished Di Tatar Simakirana Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",2,1,0,LT : 90 m²,LB : 70 m²
13309,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Sayap Surapati,"Surapati, Bandung",3,1,1,LT : 70 m²,LB : 70 m²
13310,Rp 899 Juta,Cicilan: 3 Jutaan per bulan,Perumahan Gempolsari Cijerah - Bangunan Bagus Siap Huni - Turun Harga Jual Cepat (Good Invest),"Cijerah, Bandung",3,3,1,LT : 60 m²,LB : 120 m²
13311,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah Minimalis Sayap Supratman ,"Supratman, Bandung",3,2,1,LT : 73 m²,LB : 100 m²
13312,"Rp 10,5 Miliar",Cicilan: 39 Jutaan per bulan,Rumah Terawat Mainroad Strategis di Buahbatu Lengkong Bandung,"Buah Batu, Bandung",5,4,3,LT : 427 m²,LB : 350 m²
13313,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Terlaris Nih Rumah Strategis Di Area Bkr Regol Bandung Kota,"BKR, Bandung",3,4,1,LT : 185 m²,LB : 250 m²
13314,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,Kawal Terus Kost Kosan 26 Kamar Di Babakan Jeruk Pasteur Bandung,"Pasteur, Bandung",26,26,1,LT : 325 m²,LB : 615 m²
13315,Rp 16 Miliar,Cicilan: 59 Jutaan per bulan,Rumah Bagus Ada Kolam Renang di Gatot Subroto,"Gatot Subroto, Bandung",4,5,0,LT : 539 m²,LB : 400 m²
13316,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Minimalis Komp. Taman Holis Indah 2,"Holis Cigondewah, Bandung",2,1,0,LT : 114 m²,LB : 90 m²
13317,"Rp 12,9 Miliar",Cicilan: 47 Jutaan per bulan,Dijual Rumah Strategis di Pusat Pertokoan Jalan Raya Soreang,"Soreang, Bandung",7,6,50,LT : 495 m²,LB : 480 m²
13318,Rp 525 Juta,Cicilan: 1 Jutaan per bulan,Dijual Cepat Rumah Vensya Land Jagabaya Banjaran,"Banjaran, Bandung",3,2,0,LT : 72 m²,LB : 98 m²
13319,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,Dijual Rumah Terawat Semi Furnished Sariwangi Bandung Barat,"Sariwangi, Bandung",4,4,2,LT : 155 m²,LB : 240 m²
13320,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,RUMAH BABAKAN JERUK DEPAN UNIVERSITAS MARANATHA BANDUNG COCOK R. TINGGAL/KOST-AN,"Surya Sumantri, Bandung",10,5,0,LT : 422 m²,LB : 150 m²
13321,"Rp 1,85 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Hitung Tanah Di Kopo Permai Bandung,"Kopo Permai, Bandung",2,1,1,LT : 242 m²,LB : 300 m²
13322,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Turun Harga Jual Rumah Bagus Minimalis di Komplek Parahyangan Permai Gegerkalong Bandung,"Geger Kalong, Bandung",4,3,1,LT : 215 m²,LB : 250 m²
13323,Rp 935 Juta,Cicilan: 3 Jutaan per bulan,Rumah Lingkungan Asri Nyaman Dihuni di Ujung Berung,"Ujungberung, Bandung",3,3,1,LT : 112 m²,LB : 200 m²
13324,"Rp 3,99 Miliar",Cicilan: 14 Jutaan per bulan,Rumah  Industrial Baru di Mainroad Sudirman Bandung Kulon Bandung,"Bandung Kulon, Bandung",3,3,2,LT : 168 m²,LB : 240 m²
13325,Rp 975 Juta,Cicilan: 3 Jutaan per bulan,Rumah dijual komplek edelweiss cisaranten bandung timur 51,"Arcamanik, Bandung",3,3,1,LT : 70 m²,LB : 120 m²
13326,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Bagus Terawat di Pelangi Antapani,"Antapani, Bandung",5,4,1,LT : 160 m²,LB : 230 m²
13327,"Rp 4,8 Miliar",Cicilan: 17 Jutaan per bulan,Villa Wisata Bandung Ludologi Garden,"Banjaran, Bandung",3,3,0,LT : 4000 m²,LB : 800 m²
13328,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,Di Jual Rumah Tatar Wangsakerta Kota Baru Parahyangan Padalarang Kbp Bandung Barat ,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 270 m²,LB : 250 m²
13329,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Nyaman di Graha Cibaduyut Asri,"Cibaduyut, Bandung",3,3,0,LT : 104 m²,LB : 160 m²
13330,"Rp 1,05 Miliar",Cicilan: 3 Jutaan per bulan,Jual Rumah Taman Holis Indah Bandung,"Holis Cigondewah, Bandung",1,1,1,LT : 119 m²,LB : 60 m²
13331,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah 2 Lantai Siap Huni di Padasuka Ideal Residence, Cimenyan","Cimenyan, Bandung",5,3,1,LT : 102 m²,LB : 185 m²
13332,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Rumah di Jupiter tengah Butuh Renovasi,"Margahayu, Bandung",3,1,1,LT : 168 m²,LB : 145 m²
13333,"Rp 6,7 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Dijual Modern Nyaman di Batununggal Indah,"Batununggal, Bandung",3,4,0,LT : 300 m²,LB : 650 m²
13334,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Dijual Rumah Terawat Minimalis Siap Huni di Setra Dago Antapani,"Antapani, Bandung",2,1,1,LT : 92 m²,LB : 55 m²
13335,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Dijual Lux Mewah Lokasi di Rajawali,"Garuda, Bandung",3,3,0,LT : 269 m²,LB : 500 m²
13336,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Dijual Baru di Kembar Mas Lokasi Aman Strategis,"Regol, Bandung",3,3,0,LT : 120 m²,LB : 202 m²
13337,Rp 585 Juta,Cicilan: 2 Jutaan per bulan,Rumah 2 Lantai Dengan View Pegunungan di Lembang Bandung Barat,"Cisarua, Bandung",2,2,0,LT : 85 m²,LB : 65 m²
13338,Rp 795 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah Semi Furnished 1 Lantai di Cisaranten Kulon Arcamanik Lt100,"Arcamanik, Bandung",2,1,1,LT : 100 m²,LB : 50 m²
13339,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah di Komplek Sumber Sari Bdg,"Bandung Kota, Bandung",3,1,1,LT : 350 m²,LB : 225 m²
13340,"Rp 6,7 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Dijual Cantik Modern di Batununggal Indah,"Batununggal, Bandung",3,4,0,LT : 300 m²,LB : 650 m²
13341,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Sayap Surapati,"Surapati, Bandung",3,1,1,LT : 70 m²,LB : 70 m²
13342,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Minimalis Nyaman di Padasuka Ideal Residence, Cimenyan","Cimenyan, Bandung",2,1,1,LT : 60 m²,LB : 85 m²
13343,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Dijual Lux Mewah Lokasi di Rajawali,"Garuda, Bandung",3,3,0,LT : 269 m²,LB : 500 m²
13344,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",4,2,2,LT : 136 m²,LB : 250 m²
13345,"Rp 2,35 Miliar",Cicilan: 8 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",2,1,1,LT : 168 m²,LB : 100 m²
13346,Rp 10 Miliar,Cicilan: 37 Jutaan per bulan,Ruang Usaha Rumah Mainroad Amir Mahmud Cimahi ,"Cimahi, Bandung",5,1,10,LT : 407 m²,LB : 500 m²
13347,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Minimalis di Sariwangi, Cimahi Utara, Bandung Barat","Sariwangi, Bandung",2,1,1,LT : 74 m²,LB : 45 m²
13348,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Bagus SHM di Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",3,2,1,LT : 162 m²,LB : 120 m²
13349,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Dijual Aman Dan Strategis di Kembar Mas,"Regol, Bandung",3,3,0,LT : 120 m²,LB : 202 m²
13350,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Cocok Untuk Home Industri di Padasuka Ideal Residence, Cimenyan","Cimenyan, Bandung",2,1,2,LT : 104 m²,LB : 104 m²
13351,Rp 430 Juta,Cicilan: 1 Jutaan per bulan,Rumah Minimalis Kondisi Bagus Siap Huni di Kopo ,"Kopo, Bandung",2,1,1,LT : 72 m²,LB : 40 m²
13352,"Rp 9,5 Miliar",Cicilan: 35 Jutaan per bulan,Rumah Full Furnished Bandung Tempo Doloe Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 392 m²,LB : 336 m²
13353,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,"Rumah Bagus Sariwangi, Cimahi Utara, Bandung Barat.","Sariwangi, Bandung",2,2,1,LT : 209 m²,LB : 100 m²
13354,"Rp 1,05 Miliar",Cicilan: 3 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Sayap Dago, Bandung","Sayap Dago, Bandung",3,2,0,LT : 82 m²,LB : 140 m²
13355,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,"Rumah Bisa Untuk Gudang Juga di Pasir Impun, Ujung Berung","Ujungberung, Bandung",2,3,4,LT : 560 m²,LB : 500 m²
13356,"Rp 6,25 Miliar",Cicilan: 23 Jutaan per bulan,Rumah Kbp Tatar Wangsakerta Lantai Full Marmer,"Kota Baru Parahyangan, Bandung",4,4,0,LT : 340 m²,LB : 400 m²
13357,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Di Jual Rumah Siap Huni Di Taman Holis Indah 2,"Holis Cigondewah, Bandung",2,1,1,LT : 114 m²,LB : 90 m²
13358,Rp 425 Juta,Cicilan: 1 Jutaan per bulan,Rumah Komplek Griya Winaya Ujung Berung Kota Bandung,"Ujungberung, Bandung",2,1,0,LT : 61 m²,LB : 61 m²
13359,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah Minimalis Lokasi Permata Buah Batu ,"Buah Batu, Bandung",3,1,2,LT : 120 m²,LB : 70 m²
13360,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Jual Cepat Rumah Siap Huni di Antapani Furnished,"Antapani, Bandung",4,2,2,LT : 278 m²,LB : 230 m²
13361,"Rp 8,9 Miliar",Cicilan: 33 Jutaan per bulan,Rumah Untuk Keluarga Besar Di Larangtapa Kbp,"Kota Baru Parahyangan, Bandung",6,6,2,LT : 475 m²,LB : 350 m²
13362,Rp 870 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Siap Huni Lokasi di G land Ciwastra ,"Ciwastra, Bandung",2,1,1,LT : 78 m²,LB : 69 m²
13363,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,Rumah Kbp Tatar Candraresmi,"Kota Baru Parahyangan, Bandung",5,3,3,LT : 320 m²,LB : 325 m²
13364,"Rp 6,15 Miliar",Cicilan: 22 Jutaan per bulan,"Rumah Baru Siap Huni 2 Lantai, Setraduta, Bandung","Setra Duta, Bandung",4,3,2,LT : 240 m²,LB : 425 m²
13365,"Rp 4,6 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Dengan Taman Depan Belakang Kbp Tatar Candraresmi,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 290 m²,LB : 220 m²
13366,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,"Dijual Rumah Siap Huni di Taman Kopo Indah, Kopo Bandung","Taman Kopo Indah, Bandung",2,1,1,LT : 170 m²,LB : 120 m²
13367,Rp 9 Miliar,Cicilan: 33 Jutaan per bulan,Dijual Rumah Terawat Nyaman Luas Area Setrasari,"Setra Sari, Bandung",4,4,5,LT : 741 m²,LB : 560 m²
13368,Rp 9 Miliar,Cicilan: 33 Jutaan per bulan,Rumah Kbp Btd View Danau Gunung,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 485 m²,LB : 268 m²
13369,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah Nyaman Minimalis Furnish Terawat di Taman Cibaduyut,"Cibaduyut, Bandung",3,2,1,LT : 140 m²,LB : 100 m²
13370,"Rp 6,9 Miliar",Cicilan: 25 Jutaan per bulan,Dijual Rumah Terawat Siap Huni Di Area Turangga,"Turangga, Bandung",8,5,2,LT : 425 m²,LB : 300 m²
13371,Rp 700 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Murah Cantik Siap Huni di Cluster yang Nyaman dan Asri area Cikoneng Ciganitri Bandung,"Bojongsoang, Bandung",2,1,1,LT : 87 m²,LB : 45 m²
13372,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Siap Huni di Taman Kopo Indah Bandung,"Taman Kopo Indah, Bandung",3,4,2,LT : 170 m²,LB : 240 m²
13373,Rp 500 Juta,Cicilan: 1 Jutaan per bulan,"Rumah Bagus Sertifikat Hak Milik di Jl. Manjahlega, Bandung","Ciwastra, Bandung",2,1,1,LT : 66 m²,LB : 42 m²
13374,Rp 857 Juta,Cicilan: 3 Jutaan per bulan,"Dijual Rumah Gempolsari, Bandung Kulon, Jawa Barat","Bandung Kulon, Bandung",3,3,1,LT : 60 m²,LB : 120 m²
13375,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Nyaman Sederhana Siap Hunii Di Tci,"Cibaduyut, Bandung",2,2,1,LT : 60 m²,LB : 100 m²
13376,"Rp 1,93 Miliar",Cicilan: 7 Jutaan per bulan,Rumah siap huni Full Furnished di Wangsa Madya KBP,"Kota Baru Parahyangan, Bandung",2,2,1,LT : 126 m²,LB : 110 m²
13377,"Rp 3,7 Miliar",Cicilan: 13 Jutaan per bulan,Dijual Rumah Siap Huni Di Sayap Mainroad Holis ,"Holis Cigondewah, Bandung",4,4,4,LT : 289 m²,LB : 200 m²
